tile,cycle,errorrate
1101,251,
1101,-219,7.7757
1101,-220,5.6309
1101,-221,7.4195
1101,-222,7.6742
1101,-223,8.2466
1101,-224,6.8875
1101,-225,8.6978
1101,-226,7.0403
1101,-227,7.374
1101,-228,8.189
1101,-229,9.0165
1101,-230,8.1819
1101,-231,9.6258
1101,-232,9.256
1101,-233,9.5063
1101,-234,30.544
1101,-235,30.9294
1101,-236,9.9401
1101,-237,31.8389
1101,-238,10.5332
1101,-239,32.2328
1101,-240,31.1617
1101,-241,10.6932
1101,-242,31.8205
1101,-243,29.0724
1101,-244,31.9135
1101,-245,30.1337
1101,-246,29.4389
1101,-247,33.8816
1101,-248,27.3981
1101,-249,0.0
1101,-250,20.3554
1101,-251,
1102,251,
1102,-219,7.7624
1102,-220,5.799
1102,-221,7.3577
1102,-222,7.014
1102,-223,7.2301
1102,-224,6.5503
1102,-225,8.1338
1102,-226,6.511
1102,-227,6.8668
1102,-228,7.8909
1102,-229,8.8287
1102,-230,7.8033
1102,-231,9.1965
1102,-232,8.9541
1102,-233,8.1101
1102,-234,11.5073
1102,-235,31.4087
1102,-236,8.8437
1102,-237,11.6201
1102,-238,8.0707
1102,-239,11.0628
1102,-240,31.5665
1102,-241,9.7111
1102,-242,12.0009
1102,-243,31.6385
1102,-244,9.7602
1102,-245,11.3729
1102,-246,32.4216
1102,-247,11.3906
1102,-248,11.5771
1102,-249,13.8339
1102,-250,10.6506
1102,-251,
1103,251,
1103,-219,7.6111
1103,-220,5.8097
1103,-221,6.7363
1103,-222,7.2074
1103,-223,7.6235
1103,-224,6.2209
1103,-225,8.2491
1103,-226,6.8741
1103,-227,7.3695
1103,-228,8.4927
1103,-229,10.4802
1103,-230,9.4147
1103,-231,11.6493
1103,-232,11.2502
1103,-233,9.685
1103,-234,14.6864
1103,-235,10.9188
1103,-236,8.9414
1103,-237,11.6061
1103,-238,8.2625
1103,-239,11.5339
1103,-240,13.2249
1103,-241,8.7169
1103,-242,14.6312
1103,-243,15.3848
1103,-244,9.9493
1103,-245,11.9711
1103,-246,32.2329
1103,-247,14.1013
1103,-248,10.9442
1103,-249,13.5192
1103,-250,11.7454
1103,-251,
1104,251,
1104,-225,7.9013
1104,-226,6.4426
1104,-227,7.4058
1104,-228,10.1503
1104,-229,31.2479
1104,-230,12.0679
1104,-231,31.8518
1104,-232,29.0301
1104,-233,10.8623
1104,-234,31.7415
1104,-235,29.4054
1104,-236,32.0002
1104,-237,28.9724
1104,-238,11.7354
1104,-239,32.5433
1104,-240,29.2529
1104,-241,30.3264
1104,-242,29.9789
1104,-243,30.0919
1104,-244,31.5636
1104,-245,30.7317
1104,-246,30.7886
1104,-247,33.3845
1104,-248,32.5587
1104,-249,31.6582
1104,-250,31.1893
1104,-251,
1105,251,
1105,-222,7.622
1105,-223,7.4685
1105,-224,6.5154
1105,-225,8.3994
1105,-226,6.7552
1105,-227,7.3766
1105,-228,9.5893
1105,-229,31.4147
1105,-230,9.4481
1105,-231,29.5694
1105,-232,29.6864
1105,-233,18.6609
1105,-234,32.6132
1105,-235,32.6263
1105,-236,31.5163
1105,-237,32.0243
1105,-238,18.7849
1105,-239,32.5631
1105,-240,33.4724
1105,-241,32.7292
1105,-242,33.9288
1105,-243,33.6759
1105,-244,32.6111
1105,-245,34.4199
1105,-246,33.8823
1105,-247,33.4102
1105,-248,33.4978
1105,-249,33.7591
1105,-250,33.6033
1105,-251,
1106,251,
1106,-219,7.6556
1106,-220,5.3744
1106,-221,7.1971
1106,-222,7.9249
1106,-223,7.3832
1106,-224,6.5128
1106,-225,8.2836
1106,-226,6.8575
1106,-227,6.7564
1106,-228,7.7419
1106,-229,8.2736
1106,-230,7.4724
1106,-231,8.9232
1106,-232,8.8159
1106,-233,7.9705
1106,-234,12.8112
1106,-235,11.7098
1106,-236,9.6503
1106,-237,11.2894
1106,-238,8.0333
1106,-239,11.9672
1106,-240,13.4392
1106,-241,9.6027
1106,-242,15.3214
1106,-243,13.4759
1106,-244,10.2912
1106,-245,11.2973
1106,-246,32.108
1106,-247,10.2063
1106,-248,10.8865
1106,-249,12.8493
1106,-250,10.9336
1106,-251,
1107,251,
1107,-219,7.8445
1107,-220,5.6224
1107,-221,7.1991
1107,-222,7.4196
1107,-223,7.4711
1107,-224,6.6015
1107,-225,8.4729
1107,-226,7.0533
1107,-227,7.2342
1107,-228,9.3388
1107,-229,29.0989
1107,-230,27.6596
1107,-231,26.6231
1107,-232,29.8239
1107,-233,9.4653
1107,-234,29.2507
1107,-235,27.5094
1107,-236,30.4781
1107,-237,29.7102
1107,-238,9.5843
1107,-239,29.9537
1107,-240,27.4663
1107,-241,30.1519
1107,-242,28.432
1107,-243,28.4358
1107,-244,31.1714
1107,-245,28.2477
1107,-246,28.9449
1107,-247,30.909
1107,-248,30.3619
1107,-249,30.6611
1107,-250,29.4956
1107,-251,
1108,251,
1108,-225,7.857
1108,-226,6.3025
1108,-227,7.0168
1108,-228,7.6345
1108,-229,8.4521
1108,-230,7.9565
1108,-231,9.9979
1108,-232,31.1928
1108,-233,8.9421
1108,-234,29.6282
1108,-235,30.1601
1108,-236,8.6435
1108,-237,11.2999
1108,-238,12.5141
1108,-239,31.9356
1108,-240,31.9354
1108,-241,12.9897
1108,-242,31.8296
1108,-243,31.6845
1108,-244,31.423
1108,-245,32.6145
1108,-246,32.4239
1108,-247,33.4565
1108,-248,13.6633
1108,-249,34.4612
1108,-250,17.6894
1108,-251,
1109,251,
1109,-223,7.5771
1109,-224,6.6493
1109,-225,7.9866
1109,-226,6.4852
1109,-227,6.8545
1109,-228,7.6483
1109,-229,8.5471
1109,-230,7.8535
1109,-231,9.1083
1109,-232,9.3172
1109,-233,8.2711
1109,-234,13.9493
1109,-235,12.9344
1109,-236,8.9943
1109,-237,11.6583
1109,-238,8.5018
1109,-239,11.5396
1109,-240,31.3562
1109,-241,9.4966
1109,-242,12.3421
1109,-243,31.8967
1109,-244,9.615
1109,-245,12.138
1109,-246,32.3908
1109,-247,14.9331
1109,-248,17.8773
1109,-249,35.0643
1109,-250,17.6602
1109,-251,
1110,251,
1110,-219,7.5219
1110,-220,5.3845
1110,-221,6.9548
1110,-222,7.0027
1110,-223,7.2288
1110,-224,6.5189
1110,-225,7.9618
1110,-226,6.6539
1110,-227,7.5363
1110,-228,10.9081
1110,-229,31.5756
1110,-230,12.5418
1110,-231,31.8585
1110,-232,28.782
1110,-233,10.9868
1110,-234,31.9444
1110,-235,29.4405
1110,-236,31.5333
1110,-237,28.8079
1110,-238,12.0915
1110,-239,32.6777
1110,-240,29.6714
1110,-241,11.117
1110,-242,32.3738
1110,-243,29.6181
1110,-244,31.6536
1110,-245,31.1686
1110,-246,30.6495
1110,-247,32.8527
1110,-248,33.1788
1110,-249,31.4975
1110,-250,31.7554
1110,-251,
1111,251,
1111,-225,7.9749
1111,-226,6.868
1111,-227,7.7758
1111,-228,9.8691
1111,-229,31.3661
1111,-230,9.5936
1111,-231,29.9973
1111,-232,29.8701
1111,-233,18.6299
1111,-234,33.2487
1111,-235,32.8624
1111,-236,17.0465
1111,-237,32.6466
1111,-238,19.6658
1111,-239,33.0366
1111,-240,33.4908
1111,-241,32.6083
1111,-242,33.3079
1111,-243,33.7325
1111,-244,33.5315
1111,-245,35.2324
1111,-246,34.2373
1111,-247,33.5443
1111,-248,33.5055
1111,-249,34.0809
1111,-250,34.3414
1111,-251,
1112,251,
1112,-219,7.602
1112,-220,5.897
1112,-221,7.1163
1112,-222,7.251
1112,-223,7.003
1112,-224,6.5915
1112,-225,8.1591
1112,-226,6.8595
1112,-227,7.7948
1112,-228,7.9862
1112,-229,9.0596
1112,-230,8.1609
1112,-231,10.4267
1112,-232,9.8134
1112,-233,19.0913
1112,-234,0.0
1112,-235,33.0659
1112,-236,18.0686
1112,-237,12.1436
1112,-238,12.6157
1112,-239,32.3226
1112,-240,32.1804
1112,-241,12.7661
1112,-242,32.0928
1112,-243,32.3071
1112,-244,12.6797
1112,-245,33.0469
1112,-246,31.9598
1112,-247,33.7625
1112,-248,13.6242
1112,-249,35.1603
1112,-250,17.7405
1112,-251,
1113,251,
1113,-225,7.8321
1113,-226,6.57
1113,-227,7.3623
1113,-228,8.0003
1113,-229,8.7103
1113,-230,10.2224
1113,-231,30.5062
1113,-232,30.2305
1113,-233,10.6539
1113,-234,30.5162
1113,-235,30.5654
1113,-236,18.4963
1113,-237,12.2968
1113,-238,13.4478
1113,-239,33.3539
1113,-240,0.0
1113,-241,19.3754
1113,-242,32.3156
1113,-243,32.8542
1113,-244,13.3102
1113,-245,34.2239
1113,-246,33.083
1113,-247,34.1721
1113,-248,14.0292
1113,-249,34.8276
1113,-250,18.8605
1113,-251,
1114,251,
1114,-223,7.5117
1114,-224,6.7351
1114,-225,7.985
1114,-226,6.8661
1114,-227,7.0749
1114,-228,7.7
1114,-229,8.7544
1114,-230,8.1975
1114,-231,9.777
1114,-232,9.6449
1114,-233,9.7099
1114,-234,30.7097
1114,-235,31.1665
1114,-236,10.109
1114,-237,12.6123
1114,-238,8.82
1114,-239,12.0983
1114,-240,31.7632
1114,-241,9.5759
1114,-242,11.6721
1114,-243,31.9244
1114,-244,10.6916
1114,-245,31.6327
1114,-246,31.5218
1114,-247,14.2482
1114,-248,16.691
1114,-249,38.3531
1114,-250,19.0862
1114,-251,
2101,251,
2101,-219,8.0119
2101,-220,6.1679
2101,-221,31.536
2101,-222,13.2853
2101,-223,29.9962
2101,-224,13.4644
2101,-225,30.6015
2101,-226,12.2038
2101,-227,16.9224
2101,-228,0.0
2101,-229,31.331
2101,-230,30.683
2101,-231,31.3656
2101,-232,30.0648
2101,-233,31.2346
2101,-234,31.0109
2101,-235,31.3254
2101,-236,34.0392
2101,-237,30.3688
2101,-238,30.424
2101,-239,33.0615
2101,-240,31.1047
2101,-241,32.0303
2101,-242,31.9908
2101,-243,32.0663
2101,-244,33.8277
2101,-245,32.9433
2101,-246,32.3862
2101,-247,47.8588
2101,-248,47.9167
2101,-249,37.423
2101,-250,32.4515
2101,-251,
2102,251,
2102,-210,12.931
2102,-211,0.0
2102,-212,14.4593
2102,-213,5.6505
2102,-214,6.5321
2102,-215,6.0839
2102,-216,6.513
2102,-217,7.066
2102,-218,5.546
2102,-219,7.6562
2102,-220,5.2822
2102,-221,7.0669
2102,-222,8.9115
2102,-223,30.2222
2102,-224,15.9646
2102,-225,30.5874
2102,-226,10.792
2102,-227,9.9822
2102,-228,30.9499
2102,-229,29.3279
2102,-230,29.401
2102,-231,29.652
2102,-232,31.4813
2102,-233,12.4123
2102,-234,30.9035
2102,-235,30.7369
2102,-236,32.8267
2102,-237,29.5149
2102,-238,29.8687
2102,-239,31.6454
2102,-240,30.7347
2102,-241,31.5971
2102,-242,31.5215
2102,-243,31.065
2102,-244,32.8604
2102,-245,32.8784
2102,-246,31.5624
2102,-247,49.3618
2102,-248,0.0
2102,-249,49.2561
2102,-250,31.6582
2102,-251,
2103,251,
2103,-219,7.7531
2103,-220,5.348
2103,-221,6.8751
2103,-222,7.6025
2103,-223,8.0161
2103,-224,6.9749
2103,-225,31.1806
2103,-226,10.7566
2103,-227,8.9464
2103,-228,31.5462
2103,-229,27.4538
2103,-230,28.9652
2103,-231,28.5866
2103,-232,28.3133
2103,-233,9.8171
2103,-234,31.5086
2103,-235,28.8885
2103,-236,31.0519
2103,-237,28.9389
2103,-238,10.8022
2103,-239,32.1821
2103,-240,28.7938
2103,-241,29.3347
2103,-242,30.2987
2103,-243,29.6852
2103,-244,31.9645
2103,-245,30.2024
2103,-246,29.508
2103,-247,47.046
2103,-248,49.6773
2103,-249,0.0
2103,-250,34.6028
2103,-251,
2104,251,
2104,-211,28.9988
2104,-212,9.0368
2104,-213,6.2538
2104,-214,6.6811
2104,-215,6.1051
2104,-216,6.8018
2104,-217,29.8822
2104,-218,7.4322
2104,-219,29.6343
2104,-220,11.3352
2104,-221,28.9273
2104,-222,29.1394
2104,-223,29.1993
2104,-224,12.0421
2104,-225,30.4466
2104,-226,11.4319
2104,-227,8.6576
2104,-228,30.9391
2104,-229,32.1148
2104,-230,0.0
2104,-231,32.3651
2104,-232,28.4837
2104,-233,29.0436
2104,-234,28.3293
2104,-235,28.2711
2104,-236,30.8311
2104,-237,28.7988
2104,-238,29.284
2104,-239,29.2118
2104,-240,28.792
2104,-241,30.8313
2104,-242,29.3811
2104,-243,28.9593
2104,-244,46.4217
2104,-245,34.2359
2104,-246,0.0
2104,-247,0.0
2104,-248,0.0
2104,-249,0.0
2104,-250,34.0084
2104,-251,
2105,251,
2105,-219,7.8509
2105,-220,5.5508
2105,-221,7.4253
2105,-222,7.4462
2105,-223,7.5959
2105,-224,6.8037
2105,-225,29.8395
2105,-226,10.5454
2105,-227,7.5195
2105,-228,28.7302
2105,-229,0.0
2105,-230,31.1396
2105,-231,27.3539
2105,-232,28.3736
2105,-233,16.8314
2105,-234,32.2187
2105,-235,32.8464
2105,-236,33.7055
2105,-237,31.7315
2105,-238,16.7799
2105,-239,33.831
2105,-240,33.3182
2105,-241,32.2318
2105,-242,33.2394
2105,-243,33.0209
2105,-244,32.6741
2105,-245,35.5277
2105,-246,33.4697
2105,-247,48.5917
2105,-248,49.2259
2105,-249,48.2044
2105,-250,37.2009
2105,-251,
2106,251,
2106,-211,29.8843
2106,-212,8.8887
2106,-213,6.3099
2106,-214,6.9095
2106,-215,6.2364
2106,-216,7.3396
2106,-217,29.4182
2106,-218,12.276
2106,-219,29.4581
2106,-220,11.606
2106,-221,29.5341
2106,-222,28.7459
2106,-223,29.0059
2106,-224,12.8366
2106,-225,30.6016
2106,-226,10.9242
2106,-227,8.5668
2106,-228,31.5967
2106,-229,28.0306
2106,-230,29.6637
2106,-231,28.1534
2106,-232,28.4222
2106,-233,29.6689
2106,-234,28.0081
2106,-235,28.1954
2106,-236,30.5672
2106,-237,28.5503
2106,-238,28.9271
2106,-239,28.8654
2106,-240,28.5207
2106,-241,30.6628
2106,-242,29.4743
2106,-243,34.0126
2106,-244,0.0
2106,-245,35.9421
2106,-246,0.0
2106,-247,49.3748
2106,-248,49.4654
2106,-249,0.0
2106,-250,35.1918
2106,-251,
2107,251,
2107,-217,29.5451
2107,-218,8.2031
2107,-219,7.4198
2107,-220,5.233
2107,-221,15.7061
2107,-222,0.0
2107,-223,29.537
2107,-224,7.7979
2107,-225,30.0443
2107,-226,11.1574
2107,-227,10.9572
2107,-228,30.6233
2107,-229,29.5472
2107,-230,30.0851
2107,-231,29.9166
2107,-232,30.0271
2107,-233,30.5571
2107,-234,30.356
2107,-235,31.0735
2107,-236,33.4157
2107,-237,29.5822
2107,-238,30.4489
2107,-239,32.8511
2107,-240,31.3934
2107,-241,31.7103
2107,-242,31.6827
2107,-243,31.4025
2107,-244,33.2869
2107,-245,35.3111
2107,-246,0.0
2107,-247,49.4029
2107,-248,0.0
2107,-249,48.8276
2107,-250,32.0049
2107,-251,
2108,251,
2108,-219,7.8225
2108,-220,5.7983
2108,-221,9.2931
2108,-222,29.6343
2108,-223,0.0
2108,-224,15.4038
2108,-225,30.2429
2108,-226,10.9544
2108,-227,8.4575
2108,-228,31.5104
2108,-229,27.9516
2108,-230,29.25
2108,-231,28.1473
2108,-232,28.3224
2108,-233,30.5482
2108,-234,0.0
2108,-235,0.0
2108,-236,32.5299
2108,-237,27.662
2108,-238,28.8305
2108,-239,29.1684
2108,-240,28.4578
2108,-241,31.2135
2108,-242,29.1476
2108,-243,28.9178
2108,-244,32.2569
2108,-245,29.5316
2108,-246,29.4107
2108,-247,49.3812
2108,-248,0.0
2108,-249,0.0
2108,-250,34.6279
2108,-251,
2109,251,
2109,-219,7.6231
2109,-220,5.7084
2109,-221,8.9073
2109,-222,30.5005
2109,-223,28.147
2109,-224,9.2801
2109,-225,29.9847
2109,-226,10.7649
2109,-227,8.3632
2109,-228,31.3783
2109,-229,27.9306
2109,-230,28.8343
2109,-231,27.8258
2109,-232,28.2561
2109,-233,29.6265
2109,-234,28.4355
2109,-235,28.137
2109,-236,30.5017
2109,-237,28.3162
2109,-238,29.5204
2109,-239,29.8227
2109,-240,28.4076
2109,-241,30.3489
2109,-242,29.417
2109,-243,29.0614
2109,-244,30.785
2109,-245,29.9746
2109,-246,29.3379
2109,-247,46.8328
2109,-248,45.5939
2109,-249,46.0613
2109,-250,31.3741
2109,-251,
2110,251,
2110,-219,7.5608
2110,-220,5.4344
2110,-221,6.9289
2110,-222,8.9225
2110,-223,30.2433
2110,-224,9.2024
2110,-225,30.483
2110,-226,10.9594
2110,-227,8.5581
2110,-228,30.8187
2110,-229,27.5817
2110,-230,29.0407
2110,-231,28.3715
2110,-232,28.8157
2110,-233,18.6489
2110,-234,0.0
2110,-235,32.2497
2110,-236,30.9799
2110,-237,27.8844
2110,-238,28.2569
2110,-239,29.2844
2110,-240,28.6398
2110,-241,30.0957
2110,-242,33.4725
2110,-243,0.0
2110,-244,32.552
2110,-245,30.2344
2110,-246,29.3333
2110,-247,46.3442
2110,-248,46.705
2110,-249,46.4886
2110,-250,30.8794
2110,-251,
2111,251,
2111,-219,29.6112
2111,-220,14.7644
2111,-221,0.0
2111,-222,29.3974
2111,-223,28.4601
2111,-224,11.6832
2111,-225,30.189
2111,-226,10.7875
2111,-227,8.234
2111,-228,31.1839
2111,-229,27.6778
2111,-230,28.9989
2111,-231,27.9382
2111,-232,28.5492
2111,-233,18.5988
2111,-234,0.0
2111,-235,32.982
2111,-236,31.111
2111,-237,27.8431
2111,-238,29.6315
2111,-239,29.0357
2111,-240,28.3724
2111,-241,30.8455
2111,-242,28.9412
2111,-243,28.1896
2111,-244,32.0779
2111,-245,29.4618
2111,-246,34.8151
2111,-247,0.0
2111,-248,0.0
2111,-249,0.0
2111,-250,34.7797
2111,-251,
2112,251,
2112,-221,7.5771
2112,-222,7.5508
2112,-223,7.7268
2112,-224,7.5375
2112,-225,30.8393
2112,-226,11.3655
2112,-227,9.1447
2112,-228,30.8752
2112,-229,28.0082
2112,-230,29.7774
2112,-231,28.6105
2112,-232,28.4246
2112,-233,10.9814
2112,-234,31.0887
2112,-235,28.8587
2112,-236,30.9025
2112,-237,28.26
2112,-238,29.5912
2112,-239,30.0991
2112,-240,29.0344
2112,-241,30.6435
2112,-242,30.0205
2112,-243,29.3682
2112,-244,31.2063
2112,-245,31.2356
2112,-246,33.8637
2112,-247,0.0
2112,-248,0.0
2112,-249,49.6761
2112,-250,31.7754
2112,-251,
2113,251,
2113,-223,7.5039
2113,-224,6.6721
2113,-225,8.8606
2113,-226,7.1119
2113,-227,7.7693
2113,-228,10.868
2113,-229,30.8894
2113,-230,11.8729
2113,-231,31.4089
2113,-232,29.1515
2113,-233,11.7946
2113,-234,31.5134
2113,-235,29.121
2113,-236,31.6341
2113,-237,28.9086
2113,-238,12.1488
2113,-239,32.0765
2113,-240,29.9208
2113,-241,30.7722
2113,-242,30.6324
2113,-243,30.0421
2113,-244,30.6886
2113,-245,31.4036
2113,-246,30.6106
2113,-247,46.6381
2113,-248,46.8679
2113,-249,46.378
2113,-250,31.8263
2113,-251,
2114,251,
2114,-221,8.2966
2114,-222,7.8217
2114,-223,7.8493
2114,-224,7.2711
2114,-225,31.0073
2114,-226,11.2608
2114,-227,6.9418
2114,-228,10.4811
2114,-229,30.8583
2114,-230,29.5895
2114,-231,29.1742
2114,-232,28.9047
2114,-233,19.9994
2114,-234,0.0
2114,-235,32.6555
2114,-236,31.3842
2114,-237,28.9676
2114,-238,28.8849
2114,-239,30.3114
2114,-240,29.5639
2114,-241,30.3181
2114,-242,30.8099
2114,-243,29.8233
2114,-244,31.4163
2114,-245,31.4886
2114,-246,34.086
2114,-247,0.0
2114,-248,49.5978
2114,-249,34.4315
2114,-250,31.8474
2114,-251,
